class_index,model_id,model_name,make_id,make_name,body_type,in_surveillance,sv_model_id,sv_make_name,sv_model_name,accuracy_pct,correct_samples,test_images,train_images,total_images,folder_path
378,1796,Yuyan,149,Suzuki,hatchback,True,99,Suzuki,Yuyan,97.92,47,48,50,98,../../compcars_cctv/extracted/data_extracted/data/image/149/1796
379,1799,Kazishi,149,Suzuki,sedan,True,98,Suzuki,Kazishi,48.15,13,27,30,57,../../compcars_cctv/extracted/data_extracted/data/image/149/1799
380,1812,Bei Douxing,149,Suzuki,hatchback,True,97,Suzuki,Bei Douxing,80.95,34,42,44,86,../../compcars_cctv/extracted/data_extracted/data/image/149/1812
381,1819,Linian S1,119,Everus,sedan,True,222,Everus,Linian S1,52.38,11,21,22,43,../../compcars_cctv/extracted/data_extracted/data/image/119/1819
382,1827,MG3 SW,14,MG,hatchback,False,,,,92.86,13,14,16,30,../../compcars_cctv/extracted/data_extracted/data/image/14/1827
383,1829,MG5,14,MG,hatchback,False,,,,53.85,14,26,27,53,../../compcars_cctv/extracted/data_extracted/data/image/14/1829
384,1830,MG6 sedan,14,MG,sedan,False,,,,58.33,7,12,12,24,../../compcars_cctv/extracted/data_extracted/data/image/14/1830
385,1831,MG6 hatchback,14,MG,fastback,False,,,,72.5,29,40,44,84,../../compcars_cctv/extracted/data_extracted/data/image/14/1831
386,1832,MG7,14,MG,sedan,False,,,,64.29,9,14,17,31,../../compcars_cctv/extracted/data_extracted/data/image/14/1832
387,1836,MG3,14,MG,hatchback,False,,,,74.42,32,43,45,88,../../compcars_cctv/extracted/data_extracted/data/image/14/1836
388,1842,Antara,103,Opel,SUV,True,114,Opel,Antara,46.88,15,32,33,65,../../compcars_cctv/extracted/data_extracted/data/image/103/1842
389,1843,Zafira,103,Opel,MPV,True,115,Opel,Zafira’,61.54,8,13,14,27,../../compcars_cctv/extracted/data_extracted/data/image/103/1843
390,1845,GTC hatchback,103,Opel,hatchback,False,,,,48.57,17,35,37,72,../../compcars_cctv/extracted/data_extracted/data/image/103/1845
391,1859,Venucia R50,70,Venucia,hatchback,True,281,Venucia,Venucia R50,57.89,11,19,20,39,../../compcars_cctv/extracted/data_extracted/data/image/70/1859
392,1863,Venucia D50,70,Venucia,sedan,True,280,Venucia,Venucia D50,48.0,12,25,27,52,../../compcars_cctv/extracted/data_extracted/data/image/70/1863
393,1866,Pajero,28,Mitsubishi,SUV,True,112,Mitsubishi,Pajero,81.82,63,77,80,157,../../compcars_cctv/extracted/data_extracted/data/image/28/1866
394,1867,Grandis,28,Mitsubishi,MPV,True,110,Mitsubishi,Grandis,69.23,9,13,17,30,../../compcars_cctv/extracted/data_extracted/data/image/28/1867
395,1871,Evo,28,Mitsubishi,sports,False,,,,32.35,11,34,37,71,../../compcars_cctv/extracted/data_extracted/data/image/28/1871
396,1874,ASX abroad version,28,Mitsubishi,SUV,False,,,,62.96,17,27,29,56,../../compcars_cctv/extracted/data_extracted/data/image/28/1874
397,1885,Outlander abroad version,28,Mitsubishi,SUV,True,111,Mitsubishi,Outlander abroad version,59.32,35,59,63,122,../../compcars_cctv/extracted/data_extracted/data/image/28/1885
398,1886,Mitsubishi Fortis,28,Mitsubishi,sedan,False,,,,20.0,2,10,10,20,../../compcars_cctv/extracted/data_extracted/data/image/28/1886
399,1889,Mitsubishi Lancer EX,28,Mitsubishi,sedan,False,,,,43.1,25,58,60,118,../../compcars_cctv/extracted/data_extracted/data/image/28/1889
400,1893,SAAB D70,128,SAAB,sedan,False,,,,28.57,4,14,16,30,../../compcars_cctv/extracted/data_extracted/data/image/128/1893
401,1899,Wulinghongguang,43,Wuling,minibus,True,172,Wuling,Wulinghongguang,96.88,31,32,34,66,../../compcars_cctv/extracted/data_extracted/data/image/43/1899
402,1901,Wulingzhiguang,43,Wuling,minibus,False,,,,50.0,8,16,19,35,../../compcars_cctv/extracted/data_extracted/data/image/43/1901
403,1904,Wulingrongguang,43,Wuling,minibus,False,,,,95.45,21,22,23,45,../../compcars_cctv/extracted/data_extracted/data/image/43/1904
404,1905,AVEO hatchback,157,Chevy,hatchback,False,,,,55.56,15,27,28,55,../../compcars_cctv/extracted/data_extracted/data/image/157/1905
405,1906,Trax,157,Chevy,SUV,False,,,,30.77,4,13,16,29,../../compcars_cctv/extracted/data_extracted/data/image/157/1906
406,1907,Epica,157,Chevy,sedan,True,52,Chevy,Epica,47.22,17,36,38,74,../../compcars_cctv/extracted/data_extracted/data/image/157/1907
407,1908,Cruze sedan,157,Chevy,sedan,False,,,,67.07,55,82,85,167,../../compcars_cctv/extracted/data_extracted/data/image/157/1908
408,1909,Cruze hatchback,157,Chevy,fastback,False,,,,27.27,3,11,13,24,../../compcars_cctv/extracted/data_extracted/data/image/157/1909
409,1910,Captiva,157,Chevy,SUV,True,54,Chevy,Captiva,66.67,32,48,50,98,../../compcars_cctv/extracted/data_extracted/data/image/157/1910
410,1911,Aveo,157,Chevy,hatchback,True,51,Chevy,Aveo,33.33,5,15,20,35,../../compcars_cctv/extracted/data_extracted/data/image/157/1911
411,1912,Lova,157,Chevy,sedan,True,53,Chevy,Lova,42.86,15,35,37,72,../../compcars_cctv/extracted/data_extracted/data/image/157/1912
412,1913,Malibu,157,Chevy,unknown,True,55,Chevy,Malibu,49.09,27,55,58,113,../../compcars_cctv/extracted/data_extracted/data/image/157/1913
413,1914,Sail hatchback,157,Chevy,hatchback,False,,,,69.57,16,23,24,47,../../compcars_cctv/extracted/data_extracted/data/image/157/1914
414,1915,Sail sedan,157,Chevy,sedan,False,,,,80.49,33,41,42,83,../../compcars_cctv/extracted/data_extracted/data/image/157/1915
415,1917,Aveo sedan,157,Chevy,sedan,False,,,,66.67,22,33,33,66,../../compcars_cctv/extracted/data_extracted/data/image/157/1917
416,1946,Camaro,157,Chevy,sports,False,,,,84.62,44,52,54,106,../../compcars_cctv/extracted/data_extracted/data/image/157/1946
417,1951,Zhonghua H330,38,Zhonghua,sedan,True,13,Zhonghua,Zhonghua H330,87.5,7,8,13,21,../../compcars_cctv/extracted/data_extracted/data/image/38/1951
418,1952,Zhonghua H530,38,Zhonghua,sedan,True,14,Zhonghua,Zhonghua H530,50.0,11,22,24,46,../../compcars_cctv/extracted/data_extracted/data/image/38/1952
419,1953,Zhonghua V5,38,Zhonghua,SUV,True,15,Zhonghua,Zhonghua V5,70.59,12,17,20,37,../../compcars_cctv/extracted/data_extracted/data/image/38/1953
420,1954,Zhonghua Junjie,38,Zhonghua,sedan,True,12,Zhonghua,Zhonghua Junjie,26.92,7,26,29,55,../../compcars_cctv/extracted/data_extracted/data/image/38/1954
421,1955,Zhonghua Junjie CROSS,38,Zhonghua,crossover,False,,,,55.56,15,27,29,56,../../compcars_cctv/extracted/data_extracted/data/image/38/1955
422,1956,Zhonghua Junjie FRV,38,Zhonghua,hatchback,False,,,,53.33,16,30,30,60,../../compcars_cctv/extracted/data_extracted/data/image/38/1956
423,1957,Zhonghua Junjie FSV,38,Zhonghua,sedan,False,,,,62.07,18,29,31,60,../../compcars_cctv/extracted/data_extracted/data/image/38/1957
424,1958,Zhonghua Junjie Wagon,38,Zhonghua,estate,False,,,,60.87,14,23,24,47,../../compcars_cctv/extracted/data_extracted/data/image/38/1958
425,1959,Zhonghua Zunchi,38,Zhonghua,sedan,False,,,,81.25,26,32,35,67,../../compcars_cctv/extracted/data_extracted/data/image/38/1959
426,1961,Zhonghua H230,38,Zhonghua,sedan,False,,,,81.82,9,11,13,24,../../compcars_cctv/extracted/data_extracted/data/image/38/1961
427,1962,Brabus S Class,84,Brabus,sedan,False,,,,16.67,3,18,22,40,../../compcars_cctv/extracted/data_extracted/data/image/84/1962
428,1983,Grandtiger G3,37,Zxauto,pickup,False,,,,80.0,16,20,20,40,../../compcars_cctv/extracted/data_extracted/data/image/37/1983
429,1984,Grandtiger TUV,37,Zxauto,pickup,False,,,,77.27,17,22,24,46,../../compcars_cctv/extracted/data_extracted/data/image/37/1984
430,1993,Qijian A9,37,Zxauto,pickup,False,,,,75.0,9,12,15,27,../../compcars_cctv/extracted/data_extracted/data/image/37/1993
